company_name,job_title,detail_url,employment_type,recruitment_count,location,job_field,description,career_level,education_level,skills,responsibilities,created_at
서울교통공사,서울교통공사 9호선운영부문 신규직 공개채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46768054?rPageCode=PL&logpath=21&sn=6&sc=612,정규직수습3개월,17.0,서울시 서초구지도,홈페이지지원,,미리보기,홈페이지 지원2일 전 등록~04/30(수),,,2025-04-13 15:59:14
한국스마트그리드협회,한국스마트그리드협회 신입 및 경력 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46773360?rPageCode=PL&logpath=21&sn=6&sc=611,"정규직수습3개월
                                  , 수습기간 중 근무평정 결과에 따라 본채용 여부 결정",,"서울시 송파구,영등포구,중구,양천구,구로구,동대문구,도봉구,서대문구,강남구,서초구,용산구,중랑구,마포구,성북구,광진구지도","전시회, 조사통계 분야, 협회 기획, 인사 분야",,미리보기,즉시지원3일 전 등록~04/21(월),,,2025-04-13 15:59:22
코오롱인더스트리㈜,2025년 코오롱인더스트리 경력사원 상반기 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46769814?rPageCode=PL&logpath=21&sn=6&sc=612,정규직,,"서울시 강서구,울산 남구,동구,중구,북구,울주군,충남 천안시 동남구,천안시 서북구,서산시,경북 구미시,김천시지도",홈페이지 지원,,미리보기,홈페이지 지원3일 전 등록~04/22(화),"AWS, Azure, GCP, GraphQL, Node.js, Python, CAD, Excel, PowerPoint, SAP, 영어, 영어회화, 2종보통운전면허, 대기환경기사 자격, 산업안전산업기사 자격, 산업위생관리기사 자격, 수질환경기사 자격, 위험물산업기사 자격, Restful API",,2025-04-13 15:59:29
㈜KT DS,[kt ds] 2025년 부문별 경력사원 상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46772231?rPageCode=PL&logpath=21&sn=6&sc=612,정규직수습3개월,,서울시 서초구지도,홈페이지 지원,,미리보기,홈페이지 지원3일 전 등록~04/18(금),"Apache, AWS, JAVA, Jira, Kafka, Oracle, Python, RDBMS, React, Redis, Spring Boot, SVN, Tibero, Tomcat, Vue.js, Linux, Confluence, DBMS, GitLab, RAG",,2025-04-13 15:59:38
중앙일보엠앤피㈜,2025 중앙일보M&P 경력사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46770388?rPageCode=PL&logpath=21&sn=6&sc=612,정규직,,"서울시 마포구,송파구지도",홈페이지 지원,,미리보기,홈페이지 지원3일 전 등록~04/20(일),,,2025-04-13 15:59:45
현대건설,"현대건설 경력직 채용 (건축, 개발, 해외법무, 홍보, 안전)",https://www.jobkorea.co.kr/Recruit/GI_Read/46769483?rPageCode=PL&logpath=21&sn=6&sc=612,"정규직, 모집분야별 상이계약직, 모집분야별 상이",,"서울시 종로구,구로구지도",홈페이지 지원,,미리보기,홈페이지 지원4일 전 등록~04/28(월),"영어, 변호사 면허",,2025-04-13 15:59:52
앰코테크놀로지코리아㈜,"[신입] 제조직(Operator) 정규직 모집 (인천 송도, 부평)",https://www.jobkorea.co.kr/Recruit/GI_Read/46744835?rPageCode=PL&logpath=21&sn=6&sc=612,정규직,,"인천시 부평구,연수구지도",홈페이지 지원,,미리보기,홈페이지 지원6일 전 등록~04/20(일),,,2025-04-13 16:00:01
㈜창조종합건축사사무소,[창조건축] 스마트팜 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46736913?rPageCode=PL&logpath=21&sn=6&sc=612,정규직,,서울시 영등포구지도,홈페이지 지원,,미리보기,홈페이지 지원6일 전 등록~05/07(수),,,2025-04-13 16:00:09
㈜도그지어,[dogsear] 광고 캠페인 기획 AE (팀장급) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46777129?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"서울시 강남구,강동구,광진구,송파구,서초구,동작구,중구,용산구,관악구지도",광고 캠페인 기획 AE_팀장급,,미리보기,즉시지원3일 전 등록~06/09(월),,,2025-04-13 16:00:21
주식회사 탐스디자인,[탐스디자인/경력직] 전시부스 디자인 경력직 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46774266?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습2개월,2.0,서울시 금천구지도,전시부스 디자인 경력직,,미리보기,즉시지원3일 전 등록~05/10(토),"3ds Max, SketchUp, Illustrator, Photoshop",,2025-04-13 16:00:31
동부물류,[CJ대한통운 강남지점소속] 청담동 배송기사 채용 [초보자 동승교육],https://www.jobkorea.co.kr/Recruit/GI_Read/46773441?rPageCode=PL&logpath=21&sn=6&sc=611,정규직계약직프리랜서,,"경기도 광주시,성남시 분당구,성남시 수정구,성남시 중원구,용인시 기흥구,용인시 처인구,서울시 강남구,송파구,서초구,강동구,용산구,종로구,관악구,동작구,금천구지도",청담동 배송기사,,미리보기,즉시지원3일 전 등록~05/10(토),,,2025-04-13 16:00:38
㈜ 남양주정상에듀,[정상어학원 별내분원] 데스크 행정직 신입 및 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46774979?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"경기도 남양주시,가평군,구리시,의정부시,하남시지도",별내정상어학원 데스크행정(신입/경력),,미리보기,즉시지원3일 전 등록~05/10(토),"PowerPoint, 컴퓨터활용능력, 영어가능자, 문서작성우수자",,2025-04-13 16:00:46
㈜제이컬렉트,[경력] 여성복 패션 디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46759510?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"서울시 성북구,서울전지역,송파구,은평구,용산구,마포구,강남구,서대문구,동대문구,구로구,서초구,양천구,영등포구,성동구,동작구지도",여성복 막내&경력 디자이너,,미리보기,즉시지원5일 전 등록~05/08(목),"Photoshop, 컬러리스트기사 자격, 프레젠테이션",,2025-04-13 16:00:54
엠에스씨코리아㈜,"Procurement Manager Spare Parts, Repair & Maintenance",https://www.jobkorea.co.kr/Recruit/GI_Read/46778547?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,부산 중구지도,Procurement Manager,,미리보기,즉시지원2일 전 등록~05/11(일),영어,,2025-04-13 16:01:02
동국생명과학㈜,"내부회계, 재무회계, 품질관리팀 미생물, 품질관리팀 원자재 신입(경력)사원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/46777317?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"서울시 강남구,경기도 안성시지도","내부회계 (경력),재무회계 (신입/경력),품질관리팀 미생물파트 (신입/경력),품질관리팀 원자재파트 (신입/경력)",,미리보기,즉시지원2일 전 등록~04/20(일),"OA, 세무회계 자격",,2025-04-13 16:01:11
주식회사 탐스디자인,[탐스디자인/신입] 전시부스 디자인 신입 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46774383?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습2개월,2.0,서울시 금천구지도,전시부스 디자인 신입,,미리보기,즉시지원3일 전 등록~05/10(토),"3ds Max, SketchUp, Illustrator, Photoshop",,2025-04-13 16:01:18
㈜앰앤,[양재 설마중(한정식)] 프론트(캐셔) 채용 (주 5일근무&연차/월차),https://www.jobkorea.co.kr/Recruit/GI_Read/46778648?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"서울시 강남구,강동구,관악구,광진구,동작구,서초구,송파구,용산구,중구지도",설마중_프론트(캐셔),,미리보기,즉시지원2일 전 등록~05/10(토),,,2025-04-13 16:01:26
㈜스시호시카이,일식 다이닝 롯데백화점 잠실점  FOH 홀 매니저/캡틴/사원 채용 5월초 오픈,https://www.jobkorea.co.kr/Recruit/GI_Read/46769712?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"서울시 송파구,강동구,광진구,강남구,서초구,영등포구,성동구,동대문구,서대문구,마포구,용산구,은평구,구로구,동작구,중구지도","FOH 매니져_부점장급,FOH 캡틴,FOH 사원",,미리보기,즉시지원4일 전 등록~04/27(일),,,2025-04-13 16:01:35
디웰에프에스,[디웰에프에스] 경기 화성공장 물류팀 직원 채용공고 (13시-22시),https://www.jobkorea.co.kr/Recruit/GI_Read/46742171?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"경기도 화성시,오산시,수원시 권선구,수원시 장안구,수원시 팔달구,수원시 영통구지도",물류,,미리보기,즉시지원04/04(금) 등록~05/04(일),1종보통운전면허,,2025-04-13 16:01:43
생어거스틴,[서비스팀] 타이 레스토랑 생어거스틴 서비스팀 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46768128?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습2개월,2.0,"서울시 마포구,관악구,구로구,양천구,영등포구,동작구,강서구,금천구,용산구,중구,서대문구지도",서비스팀,,미리보기,즉시지원4일 전 등록~05/09(금),,,2025-04-13 16:01:50
노아에이티에스㈜,노아에이티에스 2025년 JAVA 개발자 및 SAP ABAP 컨설턴트 경력 수시 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46770807?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"서울시 종로구,영등포구,강남구,서울전지역,서대문구,동대문구,성북구,성동구,은평구,강북구,마포구,용산구지도","Pro*C & Java 개발자,SAP ABAP 컨설턴트",,미리보기,즉시지원3일 전 등록~04/24(목),"ABAP, JAVA, Pro-C, SAP, ERP, 정보처리기사 자격",,2025-04-13 16:01:59
㈜더존크리에이티브,홍보마케팅 AE / SNS홍보콘텐츠 기획작가,https://www.jobkorea.co.kr/Recruit/GI_Read/46783468?rPageCode=PL&logpath=21&sn=6&sc=611,"정규직수습1개월계약직근무기간 2개월
                                정규직 전환가능",,서울시 서초구지도,홍보마케팅 AE / SNS홍보콘텐츠 기획작가,,미리보기,즉시지원2일 전 등록~06/10(화),"Microsoft Office, 컴퓨터활용능력, 프레젠테이션",,2025-04-13 16:02:07
㈜포스토피아,IT 기반의 모바일 마케팅 영업 경력직 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46767835?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,서울시 광진구지도,서비스영업/마케팅,,미리보기,즉시지원4일 전 등록~05/09(금),"Excel, PowerPoint, Photoshop, 워드, OA",,2025-04-13 16:02:16
넥스큐브코퍼레이션㈜,[우수교육기업] 에듀플렉스 학습매니저 정규직 196기 전국 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46774455?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"전국,서울시 양천구,서초구,서울전지역,경기도 부천시,군포시,과천시,경기전지역,파주시,성남시 수정구,경남 김해시,경남전지역,부산 해운대구,동래구,부산전지역지도","코칭매니저,교실장",,미리보기,즉시지원3일 전 등록~05/02(금),,,2025-04-13 16:02:23
원앤원㈜,[원할머니본사] 2025년 원앤원 채용연계형 인턴 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46720869?rPageCode=PL&logpath=21&sn=6&sc=611,인턴정규직 전환가능,,서울시 성동구지도,"마케팅,영업전략,슈퍼바이저,가맹점교육,커피사업운영,법무감사,인사총무",,미리보기,즉시지원3일 전 등록~05/06(화),,,2025-04-13 16:02:33
㈜더존크리에이티브,기획작가 및 SNS 컨텐츠작가,https://www.jobkorea.co.kr/Recruit/GI_Read/46783517?rPageCode=PL&logpath=21&sn=6&sc=611,"정규직수습1개월계약직근무기간 2개월
                                정규직 전환가능",,서울시 서초구지도,기획작가 및 SNS 컨텐츠작가,,미리보기,즉시지원2일 전 등록~06/10(화),"PowerPoint, 컴퓨터활용능력, 프레젠테이션",,2025-04-13 16:02:41
태하메카트로닉스㈜,기술영업 부문 신입/경력 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46766237?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,"경기도 안양시 만안구,과천시,광명시,군포시,부천시,수원시 장안구,시흥시,안산시 단원구,안산시 상록구,안양시 동안구,서울시 관악구,구로구,금천구,인천시 남동구,연수구지도",기술영업,,미리보기,즉시지원3일 전 등록~04/30(수),,,2025-04-13 16:02:48
㈜에스와이메디케어,"의료기기 병원영업, 기술영업, 재고관리, 배송, 매출관리 정규직 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/46777876?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"서울시 강남구,강서구,관악구,광진구,구로구,동대문구,동작구,서초구,성동구,송파구,용산구,중구지도","영업 (의료소모품),기술영업 (의료장비),영업관리 (재고관리),물류배송 (납품),영업관리 (매출관리)",,미리보기,즉시지원2일 전 등록~05/10(토),Microsoft Office,,2025-04-13 16:02:56
㈜렉스필,㈜렉스필 브랜드 마케터 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46744897?rPageCode=PL&logpath=21&sn=6&sc=611,정규직,,경기도 양주시지도,브랜드 마케터,,미리보기,즉시지원04/04(금) 등록~05/04(일),Photoshop,,2025-04-13 16:03:04
㈜일론,[정규직/바이어관리/무역]화장품 영업 영어권 담당자 모집합니다,https://www.jobkorea.co.kr/Recruit/GI_Read/46610402?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"경기도 광명시,부천시,안양시 만안구,안양시 동안구,시흥시,서울시 구로구,금천구,영등포구,관악구,양천구,강서구,동작구,서대문구,마포구,성동구지도",해외영업,,미리보기,즉시지원03/13(목) 등록상시채용,"영어, Microsoft Office, OPIc, TOEIC, TOEIC Speaking",,2025-04-13 16:03:12
㈜아트매틱컴퍼니,[아트매틱 컴퍼니] 음원 서비스 웹(APP) 기획/개발 PM채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46768464?rPageCode=PL&logpath=21&sn=6&sc=611,"계약직근무기간 6개월
                                정규직 전환가능",1.0,"서울시 성동구,동대문구,광진구,중구,용산구,강남구,서초구,송파구,동작구,영등포구지도","웹/APP 기획, 개발 PM",,미리보기,즉시지원4일 전 등록~05/09(금),"Jira, Confluence, Figma, UI",,2025-04-13 16:03:19
이앤오즈,[대구지사] 4차산업 교육 기획 및 운영 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46667586?rPageCode=PL&logpath=21&sn=6&sc=611,정규직수습3개월,,"대구 북구,군위군,동구,중구,남구,대구전지역,달서구,서구,달성군,수성구지도",코딩 교육 강의 및 콘텐츠 개발 연구원,,미리보기,즉시지원03/24(월) 등록~04/30(수),,,2025-04-13 16:03:28
㈜오케이애드닉,배송직 / 영업 / 간판조립 각 부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46776393?rPageCode=PL&logpath=21&sn=6&sc=611,"계약직근무기간 3개월
                                정규직 전환가능",,"경기도 부천시,경기전지역,광명시,김포시,시흥시,서울전지역,강서구,구로구,서초구,영등포구,종로구,인천전지역,계양구,부평구,서구지도","배송직,영업,간판조립",,미리보기,즉시지원3일 전 등록~04/30(수),,,2025-04-13 16:03:36
제이씨케미칼,국내영업팀 계약직 사원 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46775233?rPageCode=PL&logpath=21&sn=6&sc=611,계약직근무기간 1년,1.0,서울시 중구지도,국내영업,,미리보기,즉시지원3일 전 등록~04/16(수),ERP,,2025-04-13 16:03:43
알 수 없음,[판교] 제약/바이오 상장사 - 해외사업 Team lead,https://www.jobkorea.co.kr/Recruit/GI_Read/46780151?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:03:50
알 수 없음,[코스닥 상장] 반도체 장비 일본 영업 및 마케팅 대리급,https://www.jobkorea.co.kr/Recruit/GI_Read/46783230?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            JLPT",,2025-04-13 16:03:57
알 수 없음,[급성장 의료장비] 해외영업 본부장 / 임원,https://www.jobkorea.co.kr/Recruit/GI_Read/46780272?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            영어",,2025-04-13 16:04:04
알 수 없음,중견그룹계열사 부동산개발 대리급 구함(굿커리어),https://www.jobkorea.co.kr/Recruit/GI_Read/46748292?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:11
알 수 없음,대기업 호텔 지주사 전략기획/ 부동산 기획 담당 채용건,https://www.jobkorea.co.kr/Recruit/GI_Read/46732069?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:18
알 수 없음,"[Entertainment] BTL, 프로모션 플래너",https://www.jobkorea.co.kr/Recruit/GI_Read/46760130?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:24
알 수 없음,UX기획(탑티어대기업 면세사업부),https://www.jobkorea.co.kr/Recruit/GI_Read/46739855?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:32
알 수 없음,"중견기업 건기식,식품 신사업기획(영어) 과장,차장급 구함(굿커리어)",https://www.jobkorea.co.kr/Recruit/GI_Read/46748317?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:39
알 수 없음,[글로벌 반도체 장비 기업] EHS 매니저 (이사/상무급),https://www.jobkorea.co.kr/Recruit/GI_Read/46738901?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:46
알 수 없음,[급성장 의료장비] 국내영업 본부장 / 임원,https://www.jobkorea.co.kr/Recruit/GI_Read/46780281?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 16:04:53
알 수 없음,[서울]대기업임직원전용 피트니스 서브 트레이너 대모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46786784?rPageCode=PL&logpath=2,파견직,,서울시 강남구지도,"트레이너,스포츠 강사",,경력무관,학력무관,,,2025-04-13 16:05:00
알 수 없음,[역삼역/인센有] 롯데캐피탈 단기채권 상담 업무 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46786692?rPageCode=PL&logpath=2,계약직근무기간 24개월파견직근무기간 24개월,,"서울시 강남구,강동구,서초구,송파구,용산구,동작구지도","아웃바운드,고객상담,단기채권,채권추심,미납안내",,경력무관,고졸이상,,,2025-04-13 16:05:08
알 수 없음,[인천]대기업임직원 전용 피트니스 계약직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46786776?rPageCode=PL&logpath=2,파견직,,인천시 연수구지도,"트레이너,스포츠 강사",,경력무관,학력무관,,,2025-04-13 16:05:16
알 수 없음,[경기]대기업피트니스센터서브트레이너 대모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46786791?rPageCode=PL&logpath=2,파견직,,경기도 화성시지도,"트레이너,스포츠 강사",,경력무관,학력무관,,,2025-04-13 16:05:24
알 수 없음,[역삼역/주5일] 롯데캐피탈 금융사무 담당 업무 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46786712?rPageCode=PL&logpath=2,계약직근무기간 24개월파견직근무기간 24개월,,"서울시 강남구,송파구,경기도 광주시,성남시 분당구,성남시 수정구,하남시지도","사무보조,우편물발송,채권사무,금융사무,사무",,경력무관,고졸이상,,,2025-04-13 16:05:31
알 수 없음,[부산/-4300만/16개월]대기업 구매팀 팀사무 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46786930?rPageCode=PL&logpath=2,파견직근무기간 16개월,,부산 중구지도,팀사무,,경력(2년이상),초대졸이상,,,2025-04-13 16:05:39
알 수 없음,[역삼역] 대만 최대 이커머스 플랫폼기업 Operations 채용 (1Y/신입가능),https://www.jobkorea.co.kr/Recruit/GI_Read/46786923?rPageCode=PL&logpath=2,계약직근무기간 12개월파견직근무기간 12개월,,"서울시 강남구, 재택근무 가능지도",Operations,,경력무관,대졸이상(졸업예정자 가능),,,2025-04-13 16:05:46
알 수 없음,[충북/청주] SK그룹 계열사 현장 사무직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46786916?rPageCode=PL&logpath=2,파견직,1.0,충북 청주시 흥덕구지도,사무직,,경력무관,학력무관,,,2025-04-13 16:05:54
알 수 없음,[성남/판교/셔틀버스/중식제공]포티투닷(현대 계열)자율주행 데이터라벨링,https://www.jobkorea.co.kr/Recruit/GI_Read/46786900?rPageCode=PL&logpath=2,계약직근무기간 3개월,1.0,경기도 성남시 수정구지도,데이터라벨링,,경력무관,학력무관,,,2025-04-13 16:06:02
알 수 없음,[강남구/연3500만/정규직전환/영어] 유명기업 임원비서 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46786825?rPageCode=PL&logpath=2,파견직,,"서울시 강남구,서울전지역,경기전지역지도",키스템프그룹사,,경력,초대졸이상,"Excel, PowerPoint, 워드, OA, 영어, 비서 자격",,2025-04-13 16:06:09
